OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,
31-9095,Pharmacy aides,,70,25.2,9.09,18910,2.5,6.5,7.36,8.86,10.9,12.07,13520,15300,18430,22680,25100,2008,
31-9096,Veterinary assistants and laboratory animal caretakers,,250,20.5,9.9,20590,5,7.65,8.44,9.52,11.28,13.04,15910,17560,19800,23450,27120,2008,
31-9099,"Healthcare support workers, all other",,990,17.6,14.7,30580,3.4,9.2,11.13,13.74,17,21.53,19130,23150,28580,35360,44780,2008,
33-0000,Protective service occupations,major,11940,6.7,16.42,34150,4.7,8.8,10.78,15.31,21.32,24.47,18300,22410,31840,44330,50890,2008,
33-1012,First-line supervisors/managers of police and detectives,,390,7,29.48,61310,3.3,22.07,25.32,28.39,32.64,39.18,45900,52660,59060,67890,81500,2008,
33-1021,First-line supervisors/managers of fire fighting and prevention workers,,300,18.6,27.43,57060,4.8,19.81,23.94,26.76,30.36,36.87,41200,49790,55660,63140,76690,2008,
33-1099,"First-line supervisors/managers, protective service workers, all other",,350,21.7,18.88,39270,7.3,10.68,11.96,17.64,22.51,29.52,22220,24880,36690,46820,61400,2008,
33-2011,Fire fighters,,1200,18.9,17.47,36340,6,10.08,13.05,17.78,22.08,24.09,20970,27150,36980,45920,50110,2008,
33-2021,Fire inspectors and investigators,,100,47.3,23.02,47870,3.4,19.44,21.44,23.23,25.1,26.47,40440,44600,48310,52200,55050,2008,
33-3012,Correctional officers and jailers,,1430,5.5,13.87,28850,4.1,10.42,11.51,13.5,15.88,18.35,21670,23930,28080,33030,38170,2008,
33-3021,Detectives and criminal investigators,,160,5,30.2,62820,3.7,15.12,18.68,30.19,42.28,47.03,31440,38850,62790,87940,97820,2008,
33-3051,Police and sheriff's patrol officers,,2260,10.2,19.87,41320,2.8,14.84,17.7,20.28,22.58,24.08,30870,36820,42170,46980,50080,2008,
33-9011,Animal control workers,,50,7.6,12.96,26970,4,8.46,10.13,13.08,14.91,18.09,17590,21060,27200,31010,37630,2008,
33-9021,Private detectives and investigators,,50,29.5,17.58,36570,16.8,6.68,7.77,15.46,23.73,31.09,13900,16170,32160,49350,64660,2008,
33-9032,Security guards,,4430,10.8,12.83,26680,4.5,8.21,9.07,11.02,15.33,22.17,17070,18870,22920,31890,46120,2008,
33-9091,Crossing guards,,190,26.4,10.73,22310,4.5,8.56,9.59,10.34,11.42,13.22,17800,19950,21500,23760,27500,2008,
33-9092,"Lifeguards, ski patrol, and other recreational protective service workers",,190,23.7,8.59,17870,4.7,6.6,7.54,8.51,9.42,11.09,13720,15690,17690,19590,23070,2008,
33-9099,"Protective service workers, all other",,390,4.4,16.21,33710,5.3,8.02,10.6,16.74,20.45,24.37,16670,22050,34810,42540,50690,2008,
35-0000,Food preparation and serving related occupations,major,52870,1.9,8.72,18140,0.9,6.29,6.85,7.85,9.87,12.27,13090,14240,16330,20530,25520,2008,
35-1011,Chefs and head cooks,,300,25.9,16.53,34390,7.6,10.43,11.57,14.67,19.36,26.16,21700,24060,30520,40270,54410,2008,
35-1012,First-line supervisors/managers of food preparation and serving workers,,4130,4.3,13.69,28480,1.9,8.77,10.38,12.78,16.03,20.27,18250,21580,26580,33340,42160,2008,
35-2011,"Cooks, fast food",,1930,17.8,7.68,15980,2.2,6.24,6.7,7.47,8.66,9.58,12970,13930,15540,18010,19920,2008,
35-2012,"Cooks, institution and cafeteria",,2050,8.7,10.81,22480,1.4,8.04,9.25,10.76,12.1,14.23,16730,19230,22390,25170,29590,2008,
35-2014,"Cooks, restaurant",,3330,8.4,10.15,21100,1,7.43,8.52,9.94,11.8,13.52,15450,17720,20670,24550,28120,2008,
35-2015,"Cooks, short order",,1760,29.2,7.79,16200,3.7,6.16,6.56,7.21,8.82,10.78,12820,13640,15000,18350,22430,2008,
35-2019,"Cooks, all other",,,,11.96,24880,8,10.33,10.75,11.46,12.16,12.58,21490,22370,23830,25300,26170,2008,
35-2021,Food preparation workers,,3370,16.6,9.45,19650,1.5,7.54,8.15,9.01,10.46,12.5,15690,16950,18750,21760,26000,2008,
35-3011,Bartenders,,2120,11.4,8.23,17120,2.8,6.23,6.69,7.46,9.5,11.69,12960,13920,15510,19760,24320,2008,
35-3021,"Combined food preparation and serving workers, including fast food",,13760,10,7.67,15950,1.3,6.2,6.61,7.28,8.38,10.01,12900,13740,15150,17440,20820,2008,
35-3022,"Counter attendants, cafeteria, food concession, and coffee shop",,2450,17.7,7.99,16620,2.8,6.22,6.69,7.47,8.95,10.51,12940,13910,15530,18610,21860,2008,
35-3031,Waiters and waitresses,,11300,5.6,7.75,16110,2.1,6.17,6.55,7.19,8.17,10.78,12840,13630,14960,16990,22420,2008,
35-3041,"Food servers, nonrestaurant",,1120,17.5,8.9,18520,3.7,6.56,7.49,8.85,10.32,11.71,13650,15590,18410,21470,24350,2008,
35-9011,Dining room and cafeteria attendants and bartender helpers,,1570,14.6,7.83,16280,2.4,6.25,6.75,7.58,8.77,9.82,13010,14040,15760,18250,20420,2008,
35-9021,Dishwashers,,1740,11.6,8.48,17640,1.5,6.45,7.21,8.45,9.58,10.97,13410,14990,17580,19930,22820,2008,
35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",,1760,8.9,7.97,16570,1.7,6.28,6.82,7.74,8.91,9.78,13070,14190,16090,18520,20350,2008,
35-9099,"Food preparation and serving related workers, all other",,,,12.97,26970,4.2,9.28,11.07,12.78,14.61,16.88,19290,23030,26590,30390,35110,2008,
37-0000,Building and grounds cleaning and maintenance occupations,major,17490,2.8,10.87,22600,2.5,6.92,8.35,10.08,12.47,15.95,14390,17370,20970,25930,33180,2008,
37-1011,First-line supervisors/managers of housekeeping and janitorial workers,,1310,14.2,14.91,31010,6.6,8.75,10.87,14.2,18.7,22.8,18210,22610,29530,38900,47430,2008,
37-1012,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,550,12.9,16.86,35070,5.9,10.89,13.04,15.4,19.88,24.29,22660,27130,32030,41350,50520,2008,
37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",,8200,6.4,10.49,21810,3.9,6.65,7.89,9.91,12.26,15.5,13830,16410,20620,25500,32230,2008,
37-2012,Maids and housekeeping cleaners,,4140,11.9,9.19,19120,1.6,6.8,8.07,9.13,10.4,11.9,14140,16780,18980,21640,24750,2008,
37-2019,"Building cleaning workers, all other",,50,24.8,10.52,21890,9.3,7.33,8.44,10.03,12.1,14.4,15250,17550,20870,25170,29960,2008,
37-2021,Pest control workers,,200,12,11.98,24920,5.2,8,10.23,11.6,13.84,16.42,16640,21270,24130,28790,34160,2008,
37-3011,Landscaping and groundskeeping workers,,2780,11,11.14,23160,2.2,7.73,8.88,10.77,12.99,15.45,16070,18480,22390,27010,32130,2008,
37-3019,"Grounds maintenance workers, all other",,,,12.28,25550,9.4,8.74,9.97,11.14,12.7,15.46,18180,20750,23180,26410,32150,2008,
39-0000,Personal care and service occupations,major,13720,5.1,10.26,21340,2.5,6.56,7.5,8.99,11.74,15.68,13650,15600,18690,24410,32610,2008,
39-1011,Gaming supervisors,,190,27.7,21.47,44660,7.6,13.15,20.22,22.6,24.79,28.67,27360,42050,47000,51560,59640,2008,
39-1021,First-line supervisors/managers of personal service workers,,930,8.4,14.16,29450,3.1,8.95,10.35,12.63,16.32,21.56,18630,21520,26260,33940,44840,2008,
39-2011,Animal trainers,,,,17.87,37170,4.1,12.87,14,17.8,22.01,23.74,26770,29120,37030,45770,49370,2008,
39-2021,Nonfarm animal caretakers,,1090,12.2,10.62,22080,4.4,6.66,7.72,9.7,12.65,16.54,13850,16060,20170,26320,34400,2008,
39-3021,Motion picture projectionists,,50,30.7,10.11,21020,13.8,6.37,7.06,8.32,12.78,14.94,13250,14690,17300,26580,31060,2008,
39-3031,"Ushers, lobby attendants, and ticket takers",,230,25.8,7.85,16340,3.8,6.22,6.67,7.41,8.67,10.32,12940,13870,15410,18030,21470,2008,
39-3091,Amusement and recreation attendants,,750,22.5,7.65,15920,2.8,6.21,6.62,7.32,8.26,9.63,12910,13780,15230,17180,20020,2008,
39-3093,"Locker room, coatroom, and dressing room attendants",,40,16.3,8.93,18580,9.8,6.23,6.71,7.51,9.29,11.39,12960,13960,15630,19320,23690,2008,
39-3099,"Entertainment attendants and related workers, all other",,240,9.7,9.29,19310,2.8,6.73,7.73,8.98,10.68,12.7,13990,16080,18670,22210,26410,2008,
39-4021,Funeral attendants,,230,19.1,8.81,18320,4.1,6.76,7.81,8.71,9.59,11.42,14070,16240,18130,19950,23750,2008,
39-5012,"Hairdressers, hairstylists, and cosmetologists",,1020,21.5,11.54,24010,5.6,7.15,8.6,10.32,13.74,17.39,14870,17880,21460,28580,36170,2008,
39-5092,Manicurists and pedicurists,,,,10.63,22100,11,8.16,8.63,9.43,12.66,15.24,16960,17960,19620,26320,31690,2008,
39-5094,Skin care specialists,,,,12.47,25940,11.6,7.76,12.3,13.36,14.43,15.07,16140,25580,27790,30010,31340,2008,
39-6011,Baggage porters and bellhops,,80,15.6,8.9,18500,3.3,6.43,7.16,8.55,9.99,12.68,13380,14900,17780,20770,26370,2008,
39-6021,Tour guides and escorts,,90,35.9,9.92,20640,4.6,7.36,8.4,9.41,11.31,13.82,15310,17460,19570,23530,28750,2008,
39-9011,Child care workers,,3510,7.7,8.87,18450,2.9,6.4,7.08,8.18,10.16,12.51,13310,14730,17020,21130,26030,2008,
39-9021,Personal and home care aides,,1200,12.3,8.75,18200,3.3,7.4,8.03,8.72,9.4,10.22,15380,16700,18140,19550,21260,2008,
39-9031,Fitness trainers and aerobics instructors,,660,34.4,15.66,32560,12.2,7.68,9.98,14.59,21.82,24.32,15960,20750,30340,45380,50590,2008,
39-9032,Recreation workers,,1010,14.1,11.32,23540,4,6.48,7.4,9.93,14.27,17.98,13480,15390,20640,29680,37400,2008,
39-9041,Residential advisors,,820,21.3,9.64,20040,3,7.82,8.45,9.44,10.97,12.01,16270,17570,19640,22810,24980,2008,
39-9099,"Personal care and service workers, all other",,150,43.8,8.66,18010,2.9,6.48,7.3,8.39,9.45,11.06,13490,15170,17460,19650,23010,2008,
41-0000,Sales and related occupations,major,64270,2.3,16.54,34400,2.4,6.8,8.2,11.62,19.14,31.18,14150,17060,24170,39800,64840,2008,
41-1011,First-line supervisors/managers of retail sales workers,,5670,3.7,18.15,37740,1.6,10.81,13.15,16.58,21.75,28.18,22480,27340,34480,45250,58620,2008,
41-1012,First-line supervisors/managers of non-retail sales workers,,1620,7.6,28.76,59820,3.7,11.49,18.89,25.06,34.71,48.29,23900,39290,52110,72190,100440,2008,
41-2011,Cashiers,,15030,6,8.53,17750,1.2,6.33,6.99,8.12,9.4,11.57,13170,14530,16880,19550,24070,2008,
41-2021,Counter and rental clerks,,3700,15.8,9.9,20600,5.9,6.27,6.84,8.22,11.74,15.87,13030,14240,17090,24430,33000,2008,
41-2022,Parts salespersons,,1040,14.9,13.45,27970,2.7,8.9,10.55,13.02,15.57,18.73,18520,21940,27070,32380,38960,2008,
41-2031,Retail salespersons,,18010,3.7,11.21,23310,2,6.68,7.8,9.51,12.68,17.98,13890,16220,19780,26380,37400,2008,
41-3011,Advertising sales agents,,620,18.5,18.39,38260,5,11.54,13.55,15.99,19.65,29.09,24010,28170,33270,40880,60510,2008,
41-3021,Insurance sales agents,,1690,13.2,31.77,66080,11.8,12.75,14.62,20.09,35.67,75.24,26520,30410,41800,74190,156500,2008,
41-3031,"Securities, commodities, and financial services sales agents",,1140,12.6,47.54,98880,17.4,11.71,17.76,30.98,77.17,,24360,36950,64430,160510,,2008,
41-3041,Travel agents,,190,33.4,14.8,30790,8.6,9.5,11.19,15.44,18.14,19.54,19770,23260,32120,37720,40640,2008,
41-3099,"Sales representatives, services, all other",,3710,7.6,23.66,49210,3.3,11.56,15.91,21.01,27.74,37.7,24050,33090,43700,57700,78410,2008,
41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",,2190,18.3,39.45,82070,10.9,13.86,20.98,36.06,50.04,69.97,28830,43640,75010,104070,145530,2008,
41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,7440,5.7,27.27,56720,4.4,13,17.16,22.89,33.31,47.07,27040,35690,47610,69280,97900,2008,
41-9011,Demonstrators and product promoters,,280,43.8,13,27040,3.6,7.23,10.03,11.98,15.8,19.77,15040,20870,24910,32870,41120,2008,
41-9022,Real estate sales agents,,530,20,16.02,33330,8.8,6.84,9.56,13.55,21.07,29.6,14230,19890,28190,43820,61560,2008,
41-9031,Sales engineers,,170,25.6,38.59,80270,4.2,23.47,30.46,37.56,45.6,54.79,48810,63350,78120,94850,113960,2008,
41-9041,Telemarketers,,470,17.8,10.18,21170,5.3,6.52,7.44,9.31,12.09,14.96,13570,15470,19370,25140,31110,2008,
41-9099,"Sales and related workers, all other",,560,20.7,14.04,29200,6.7,6.69,9.66,13.28,15.2,22.66,13920,20100,27610,31620,47140,2008,
43-0000,Office and administrative support occupations,major,110850,3.4,14.67,30510,0.6,8.82,11,13.8,17.37,22.26,18340,22890,28690,36130,46310,2008,
43-1011,First-line supervisors/managers of office and administrative support workers,,7510,5,20.71,43080,1.1,12.97,15.88,19.31,24.34,30.76,26980,33030,40170,50630,63980,2008,
43-2011,"Switchboard operators, including answering service",,790,22.1,12.19,25360,3.1,9.02,10.5,12.16,13.98,15.49,18760,21830,25290,29070,32220,2008,
43-3011,Bill and account collectors,,2860,30.1,15.66,32580,4.8,10.48,12.77,14.73,18.73,23.62,21800,26570,30630,38950,49130,2008,
43-3021,Billing and posting clerks and machine operators,,3300,7.1,15.37,31960,1.5,10.93,12.85,14.85,17.62,20.6,22740,26730,30900,36650,42840,2008,
43-3031,"Bookkeeping, accounting, and auditing clerks",,8280,4,15.17,31540,1.2,9.54,12.15,14.64,17.9,21.21,19850,25280,30460,37220,44120,2008,
43-3051,Payroll and timekeeping clerks,,840,6.3,16.37,34050,1.2,11.09,13.64,16.3,18.94,22.19,23060,28360,33910,39390,46160,2008,
43-3061,Procurement clerks,,300,16.9,14.78,30740,2.8,10.51,11.74,14,17.49,21.27,21860,24430,29120,36370,44240,2008,
43-3071,Tellers,,1830,7.9,11.68,24300,3.2,8.75,9.97,11.24,12.73,15.91,18210,20730,23370,26480,33100,2008,
43-4011,Brokerage clerks,,140,21.5,18.74,38980,7.3,9.68,14.42,19.45,23.35,26.17,20130,30000,40450,48560,54440,2008,
43-4021,Correspondence clerks,,70,0.8,15.46,32150,2.9,10.84,12.59,14.41,18.57,22.4,22560,26190,29960,38620,46600,2008,
43-4031,"Court, municipal, and license clerks",,720,4.5,13.57,28230,1.8,9.9,11.03,13.06,15.32,18.75,20580,22940,27170,31860,38990,2008,
43-4041,"Credit authorizers, checkers, and clerks",,110,13.6,16.3,33890,4.9,10.78,12.45,14.6,18.9,26.09,22430,25900,30370,39310,54270,2008,
43-4051,Customer service representatives,,11970,9,14.45,30050,1.9,9.43,11.35,13.86,16.8,20.38,19600,23610,28820,34950,42400,2008,
43-4061,"Eligibility interviewers, government programs",,190,17.8,16.8,34940,2.6,10.91,12.83,16.32,20.52,23.82,22690,26690,33940,42690,49540,2008,
43-4071,File clerks,,990,29,11.29,23480,1.7,8.18,9.5,10.82,12.19,15.67,17020,19760,22500,25340,32600,2008,
43-4081,"Hotel, motel, and resort desk clerks",,700,11.6,9.28,19300,2.7,6.89,8.07,9.15,10.63,12.04,14340,16790,19030,22110,25050,2008,
43-4111,"Interviewers, except eligibility and loan",,1830,35.7,11.89,24730,3.5,8.78,10.21,11.7,13.85,15.2,18270,21230,24340,28800,31620,2008,
43-4121,"Library assistants, clerical",,370,5.9,12.22,25420,4.3,8.76,10.28,12.31,14.35,15.65,18220,21380,25610,29850,32540,2008,
43-4131,Loan interviewers and clerks,,780,11.4,15.02,31240,3.8,9.33,11.64,14.64,18.18,21.84,19420,24200,30440,37800,45430,2008,
43-4141,New accounts clerks,,360,10.3,13.82,28750,2.8,10.8,12.26,13.83,15.32,17.3,22460,25490,28760,31870,35980,2008,
43-4151,Order clerks,,1200,13.9,12.71,26440,2.4,8.32,9.79,12.73,14.99,17.13,17300,20350,26470,31180,35620,2008,
43-4161,"Human resources assistants, except payroll and timekeeping",,540,9.5,16.99,35330,1.6,12.48,14.1,16.76,19.26,22.63,25970,29320,34850,40060,47070,2008,
43-4171,Receptionists and information clerks,,5690,5.2,11.64,24210,1.3,8.04,9.49,11.48,13.78,15.51,16720,19740,23890,28660,32260,2008,
43-4181,Reservation and transportation ticket agents and travel clerks,,600,11.6,12.62,26240,5.9,7.96,10.08,12.71,15.06,17.79,16560,20970,26440,31320,37010,2008,
43-4199,All other information and record clerks,,680,7.5,16.36,34020,2,11.33,13.42,16.02,19,22.67,23560,27910,33310,39530,47160,2008,
43-5011,Cargo and freight agents,,1090,21.7,16.89,35140,4.4,11.32,13.62,15.92,19.2,24.88,23540,28330,33120,39930,51750,2008,
43-5021,Couriers and messengers,,560,23.3,10.59,22030,5.9,6.93,8.09,9.37,12.37,15.22,14410,16820,19490,25720,31660,2008,
43-5031,"Police, fire, and ambulance dispatchers",,420,17.1,15.29,31810,6.7,10.07,12.01,15.28,18.43,21.49,20940,24980,31780,38320,44700,2008,
43-5032,"Dispatchers, except police, fire, and ambulance",,1260,10.1,18.32,38100,6.7,10.12,12.72,16.47,21.95,28.42,21040,26460,34250,45660,59120,2008,
43-5041,"Meter readers, utilities",,150,31.7,14.12,29370,5.7,8.73,10.85,13.64,15.67,21.39,18150,22570,28380,32580,44490,2008,
43-5051,Postal service clerks,,280,0,24.02,49960,,21.09,24.54,24.54,25.09,25.52,43870,51040,51040,52190,53080,2008,
43-5052,Postal service mail carriers,,1560,0,22.34,46470,,17.98,19.84,23.71,24.64,25.19,37400,41270,49320,51250,52400,2008,
43-5053,"Postal service mail sorters, processors, and processing machine operators",,920,0,21.63,44990,,15,19.43,23.63,24.54,24.54,31200,40410,49150,51040,51040,2008,
43-5061,"Production, planning, and expediting clerks",,1290,7.3,19.38,40310,2.5,11.72,14.25,18.84,24.19,29.05,24370,29650,39190,50320,60420,2008,
43-5071,"Shipping, receiving, and traffic clerks",,5890,13.8,14.51,30190,1.9,9.85,11.24,13.47,17.11,21.29,20480,23390,28020,35580,44290,2008,
43-5081,Stock clerks and order fillers,,10120,8.6,10.76,22380,1.3,6.79,8.04,10.27,12.82,15.24,14120,16730,21370,26660,31710,2008,
43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,280,20.6,14.03,29190,5.6,10.1,10.88,12.2,17.24,21.65,21010,22640,25380,35850,45040,2008,
43-6011,Executive secretaries and administrative assistants,,7180,6.1,17.04,35450,1.8,11.46,13.38,15.93,19.51,24.7,23840,27840,33140,40590,51380,2008,
43-6012,Legal secretaries,,720,11.3,18.27,38010,2.7,12.16,15.2,18.14,21.69,24.48,25280,31620,37740,45120,50910,2008,
43-6013,Medical secretaries,,1660,10.3,13.76,28610,2.1,10.25,11.51,13.46,15.32,18.53,21320,23950,28000,31860,38540,2008,
43-6014,"Secretaries, except legal, medical, and executive",,6310,5.5,12.93,26890,1.5,8.54,10.33,12.22,15.29,18.65,17750,21480,25430,31810,38790,2008,
43-9011,Computer operators,,490,20.6,17.67,36760,2.6,12.04,13.88,17.16,21.56,24.61,25040,28870,35690,44850,51180,2008,
43-9021,Data entry keyers,,1510,11.7,14.12,29360,5.3,9.69,10.78,12.66,15.33,22.47,20150,22420,26330,31890,46730,2008,
43-9022,Word processors and typists,,250,11.7,13.65,28400,2.4,10.16,11.95,13.57,15.21,17.8,21140,24850,28230,31630,37020,2008,
43-9031,Desktop publishers,,120,20.8,17.88,37190,5,13.09,14.65,17.55,20.53,23.49,27220,30480,36510,42710,48850,2008,
43-9041,Insurance claims and policy processing clerks,,,,15.21,31640,2.6,12.49,13.35,14.76,17,19.01,25980,27760,30710,35360,39550,2008,
43-9051,"Mail clerks and mail machine operators, except postal service",,1000,9.9,11.97,24890,2.7,8.04,9.19,11.58,14.63,16.87,16710,19110,24090,30430,35100,2008,
43-9061,"Office clerks, general",,8870,4.5,12.76,26540,1.3,7.84,9.94,12.26,14.93,18.39,16300,20680,25490,31060,38250,2008,
43-9071,"Office machine operators, except computer",,330,15.1,13.28,27610,4.8,9.31,10.79,12.53,15.57,18.83,19370,22450,26070,32390,39170,2008,
43-9081,Proofreaders and copy markers,,220,15,15.02,31240,4.8,10.54,12.09,14.55,17.78,21.22,21930,25150,30260,36970,44140,2008,
43-9111,Statistical assistants,,1310,0.2,14.98,31170,3.4,12.48,13.19,14.39,16.36,18.71,25950,27440,29930,34030,38920,2008,
43-9199,"Office and administrative support workers, all other",,1340,22.5,15.02,31240,2.6,10.47,12.39,14.75,17.66,19.75,21790,25760,30690,36730,41070,2008,
45-0000,"Farming, fishing, and forestry occupations",major,430,14,11.94,24840,3.8,7.09,8.61,10.76,13.85,18.81,14740,17910,22380,28820,39110,2008,
45-1011,"First-line supervisors/managers of farming, fishing, and forestry workers",,50,21.3,17.21,35790,9.8,9.78,12.99,15.48,19.84,31.32,20340,27010,32200,41260,65140,2008,
45-2011,Agricultural inspectors,,50,30.9,16.59,34510,3.8,12.02,13.36,15.7,19.92,22.85,25010,27790,32660,41440,47530,2008,
45-2041,"Graders and sorters, agricultural products",,40,28.3,12.92,26880,7.7,10.15,10.95,12.28,15.04,17.62,21110,22780,25550,31290,36660,2008,
45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,50,38.4,9.33,19400,3.9,6.63,7.67,8.94,11.06,12.85,13780,15950,18600,23010,26730,2008,
45-2093,"Farmworkers, farm and ranch animals",,160,22.1,9.36,19470,4,6.89,8.21,9.43,10.82,11.95,14320,17070,19620,22500,24870,2008,
47-0000,Construction and extraction occupations,major,27330,2.6,18.82,39140,1.5,11.08,13.8,17.56,22.74,29.55,23050,28700,36530,47290,61460,2008,
47-1011,First-line supervisors/managers of construction trades and extraction workers,,2090,8.8,25.28,52590,2.2,16.66,19.34,23.85,30.2,37.24,34660,40230,49610,62810,77450,2008,
